clf,imbl,dataset,precision,recall,specificity,fscore,gmean,mcc,balanced_acc,accuracy,std_precision,std_recall,std_specificity,std_fscore,std_gmean,std_mcc,std_balanced_acc,std_accuracy,time_exec
DecisionTree,ProWSyn,heart_failure_clinical_records_dataset_10,0.678148413,0.7225,0.958487805,0.672792285,0.821487436,0.655107823,0.840493902,0.937511111,0.097174525,0.161806514,0.016673005,0.105621754,0.097709112,0.110539142,0.078534092,0.017819389,1.690056443
DecisionTree,RandomOverSampler,heart_failure_clinical_records_dataset_10,0.796161905,0.704,0.977365854,0.721516162,0.817825225,0.71239786,0.840682927,0.953066667,0.097727597,0.174852886,0.012594668,0.126799688,0.109409045,0.127924238,0.087171828,0.018668039,0.46095407
DecisionTree,RandomUnderSampler,heart_failure_clinical_records_dataset_10,0.281619957,0.828,0.750097561,0.404559718,0.778565599,0.383565586,0.78904878,0.757022222,0.043369199,0.114154891,0.049314542,0.050525203,0.053012947,0.065068052,0.050893799,0.042403734,0.34963572
DecisionTree,SMOTE,heart_failure_clinical_records_dataset_10,0.705145238,0.726,0.962829268,0.689299994,0.824670393,0.673213834,0.844414634,0.941777778,0.106670016,0.169096823,0.017129853,0.112049657,0.102357702,0.118327147,0.083158053,0.019051283,0.657382536
DecisionTree,Smote_tomek,heart_failure_clinical_records_dataset_10,0.67960873,0.712,0.959756098,0.671987912,0.815854824,0.652280218,0.835878049,0.937733333,0.109291846,0.171490571,0.016993238,0.120760447,0.105366778,0.129814645,0.085254018,0.020969804,1.627775931
DecisionTree,Tomek,heart_failure_clinical_records_dataset_10,0.758866667,0.713,0.97302439,0.714060162,0.823525461,0.699575051,0.843012195,0.949911111,0.115287464,0.157837603,0.013971264,0.117290632,0.097085473,0.123600946,0.079202874,0.01847103,0.865396523
DecisionTree,kmeans_SMOTE,heart_failure_clinical_records_dataset_10,0.760730159,0.7235,0.97302439,0.720138018,0.829110115,0.706297586,0.848262195,0.950844444,0.099040782,0.162408459,0.01264492,0.110026068,0.09799527,0.114835856,0.08051948,0.016842716,3.852908373
DecisionTree,lvq_smote,heart_failure_clinical_records_dataset_10,0.626223593,0.7815,0.947609756,0.677209646,0.851966893,0.657052655,0.864554878,0.932844444,0.089308488,0.143107608,0.017334853,0.08857702,0.083208031,0.096884735,0.069136556,0.017503191,12.45002215
DecisionTree,polynom_fit_SMOTE,heart_failure_clinical_records_dataset_10,0.741959524,0.712,0.969756098,0.701247042,0.820395849,0.687384095,0.840878049,0.946844444,0.084974013,0.16685537,0.012640114,0.110595417,0.102083915,0.113509935,0.08211574,0.016811562,0.493679166
DecisionTree,pure,heart_failure_clinical_records_dataset_10,0.7764,0.72,0.974634146,0.722264646,0.826633284,0.711132119,0.847317073,0.952,0.120636886,0.1716799,0.015062984,0.124442361,0.106633971,0.127151148,0.085003825,0.019124137,0.267121458
ExtraTree,ADASYN,heart_failure_clinical_records_dataset_10,0.63712381,0.666,0.956780488,0.629808192,0.786241684,0.605117941,0.811390244,0.930933333,0.13161688,0.204460419,0.019107826,0.148830006,0.128934281,0.158486967,0.101159375,0.024607258,20.36734157
ExtraTree,AMSCO,heart_failure_clinical_records_dataset_10,0.484158454,0.709,0.89795122,0.546843855,0.787851377,0.515388935,0.80347561,0.881155556,0.126070243,0.176897449,0.04394076,0.137606242,0.108193526,0.15433132,0.092272435,0.045916237,2609.071825
ExtraTree,Borderline_smote,heart_failure_clinical_records_dataset_10,0.612677778,0.54,0.955414634,0.53946932,0.700125764,0.515909674,0.747707317,0.918488889,0.259259812,0.201832686,0.035987256,0.184826623,0.141088116,0.204273722,0.103078441,0.038810332,20.04599183
ExtraTree,EditedNearestNeighbours,heart_failure_clinical_records_dataset_10,0.863166667,0.3625,0.998682927,0.49357619,0.5433618,0.534220092,0.680591463,0.942133333,0.236033788,0.187387817,0.002262973,0.204565214,0.213918668,0.197190273,0.093068571,0.015714516,16.8689832
ExtraTree,Lee,heart_failure_clinical_records_dataset_10,0.651688889,0.656,0.959219512,0.631900899,0.780995472,0.607985911,0.807609756,0.932266667,0.135510225,0.200150502,0.017399309,0.152065347,0.128760623,0.160899016,0.099653515,0.023463065,30.20704191
ExtraTree,NRAS,heart_failure_clinical_records_dataset_10,0.5005,0.1985,0.986878049,0.27122381,0.320730798,0.281176312,0.592689024,0.9168,0.441106696,0.179257441,0.019280095,0.234254899,0.25732719,0.274692829,0.094974071,0.028854077,20.78362727
ExtraTree,NearMiss,heart_failure_clinical_records_dataset_10,0.185995292,0.8915,0.514243902,0.293756547,0.656798039,0.257943161,0.702871951,0.547777778,0.067323074,0.125842123,0.149395427,0.077886979,0.087591323,0.099692996,0.070906273,0.130249198,16.00707431
ExtraTree,ProWSyn,heart_failure_clinical_records_dataset_10,0.678233333,0.6545,0.963853659,0.643045299,0.780771211,0.622016909,0.809176829,0.936355556,0.145479857,0.203391909,0.016593629,0.156300582,0.131088997,0.16574249,0.101899954,0.023911148,20.10290082
ExtraTree,RandomOverSampler,heart_failure_clinical_records_dataset_10,0.83882381,0.6545,0.984536585,0.708676623,0.789852066,0.705754691,0.819518293,0.9552,0.121918359,0.210266101,0.012875271,0.157081866,0.13627996,0.150522442,0.103624774,0.019905106,16.65062592
ExtraTree,RandomUnderSampler,heart_failure_clinical_records_dataset_10,0.358121679,0.8065,0.831756098,0.479665665,0.810589699,0.458367295,0.819128049,0.829511111,0.069053106,0.151834847,0.040315119,0.077014184,0.078595646,0.093049093,0.070476142,0.033128646,14.69947138
ExtraTree,SMOTE,heart_failure_clinical_records_dataset_10,0.691502381,0.643,0.964829268,0.639708936,0.774553414,0.620939217,0.803914634,0.936222222,0.14918578,0.202993459,0.017169539,0.158144893,0.131757614,0.16372605,0.101433787,0.02360957,19.22330196
ExtraTree,Smote_tomek,heart_failure_clinical_records_dataset_10,0.66757619,0.6475,0.962097561,0.634691053,0.776267169,0.612151881,0.80479878,0.934133333,0.155274356,0.204582461,0.018741627,0.16289151,0.133243791,0.173037116,0.10350988,0.02662257,20.55837967
ExtraTree,Tomek,heart_failure_clinical_records_dataset_10,0.8565,0.288,0.999658537,0.427331746,0.471238238,0.48100644,0.643829268,0.9364,0.277088674,0.156711572,0.000763535,0.193121948,0.192364747,0.195736751,0.078051117,0.013414968,16.48036573
ExtraTree,kmeans_SMOTE,heart_failure_clinical_records_dataset_10,0.8655,0.289,0.997463415,0.432539153,0.480160009,0.483595378,0.643231707,0.934488889,0.197135997,0.14964752,0.004923225,0.150630923,0.177814677,0.149293858,0.074433217,0.014055156,21.76894946
ExtraTree,lvq_smote,heart_failure_clinical_records_dataset_10,0.683716138,0.618,0.968,0.629209501,0.747754374,0.604605789,0.793,0.936888889,0.191604446,0.200012546,0.020281351,0.156652276,0.151339696,0.180335591,0.10167468,0.027016847,30.85248401
ExtraTree,polynom_fit_SMOTE,heart_failure_clinical_records_dataset_10,0.905166667,0.436,0.997609756,0.571626984,0.606830958,0.603843462,0.716804878,0.947688889,0.147551884,0.193801574,0.005086118,0.173843248,0.18196466,0.155663188,0.095980712,0.016253921,19.30107543
ExtraTree,pure,heart_failure_clinical_records_dataset_10,0.895833333,0.2795,0.999609756,0.43425873,0.465489564,0.492827696,0.639554878,0.9356,0.18755632,0.147724481,0.000872612,0.15118926,0.192678224,0.148818059,0.073504752,0.012533047,17.33193367
Logit,ADASYN,heart_failure_clinical_records_dataset_10,0.242183241,0.6655,0.784585366,0.350189827,0.706297219,0.300762843,0.725042683,0.774,0.081246302,0.224230502,0.055277249,0.108167443,0.130784507,0.146275871,0.109219816,0.052458464,2.051079202
Logit,AMSCO,heart_failure_clinical_records_dataset_10,0.198827121,0.7835,0.641853659,0.310220108,0.674476612,0.271025415,0.712676829,0.654444444,0.055667588,0.179299238,0.094274146,0.074879047,0.090128461,0.112611088,0.082028053,0.082870621,2618.264306
Logit,Borderline_smote,heart_failure_clinical_records_dataset_10,0.21683264,0.543,0.799170732,0.308174438,0.622631113,0.237019373,0.671085366,0.7764,0.096378727,0.231667957,0.059287803,0.12286572,0.16389466,0.161981418,0.115245163,0.056616606,2.195061517
Logit,EditedNearestNeighbours,heart_failure_clinical_records_dataset_10,0,0,1,0,0,0,0.5,0.911111111,0,0,0,0,0,0,0,0,1.043954849
Logit,Lee,heart_failure_clinical_records_dataset_10,0.242347294,0.6395,0.792097561,0.344950102,0.691126352,0.292425539,0.71579878,0.778533333,0.088970239,0.245754086,0.058570151,0.119313636,0.146976949,0.159338168,0.11840051,0.054223487,11.92093236
Logit,NRAS,heart_failure_clinical_records_dataset_10,0.163272222,0.148,0.949658537,0.145698424,0.224229282,0.103107116,0.548829268,0.8784,0.146570818,0.139193351,0.054328875,0.128514637,0.185288121,0.145625544,0.073208324,0.048048601,3.133321929
Logit,NearMiss,heart_failure_clinical_records_dataset_10,0.124696001,0.745,0.428780488,0.208408511,0.543235576,0.105642949,0.586890244,0.456888889,0.035470319,0.198817398,0.117536164,0.053044421,0.092469698,0.105529156,0.087043542,0.09891905,1.325515628
Logit,ProWSyn,heart_failure_clinical_records_dataset_10,0.245945037,0.6725,0.782780488,0.353348754,0.708456885,0.305481147,0.727640244,0.772977778,0.083459807,0.221704123,0.057346512,0.110566657,0.12929398,0.14693333,0.107703602,0.051260057,2.134727144
Logit,RandomOverSampler,heart_failure_clinical_records_dataset_10,0.248692713,0.6765,0.783853659,0.356503576,0.713774868,0.309545684,0.730176829,0.774311111,0.081056803,0.207899861,0.058157839,0.106611782,0.118614597,0.139789494,0.102118995,0.053081087,1.016917682
Logit,RandomUnderSampler,heart_failure_clinical_records_dataset_10,0.168575324,0.6705,0.657658537,0.268078856,0.645742967,0.199761979,0.664079268,0.6588,0.042388647,0.194303341,0.04281085,0.064775013,0.100001446,0.108101935,0.090647212,0.037576092,0.65085001
Logit,SMOTE,heart_failure_clinical_records_dataset_10,0.247617662,0.635,0.796585366,0.347358971,0.693411433,0.295661893,0.715792683,0.782222222,0.105475437,0.250498068,0.064818344,0.135164323,0.146883107,0.174652307,0.124891116,0.062120356,1.164394927
Logit,Smote_tomek,heart_failure_clinical_records_dataset_10,0.247067234,0.655,0.790243902,0.350484162,0.700957433,0.301637273,0.722621951,0.778222222,0.096968407,0.231278686,0.064863898,0.125561049,0.137214887,0.162158317,0.116098155,0.061298612,2.576984191
Logit,Tomek,heart_failure_clinical_records_dataset_10,0,0,1,0,0,0,0.5,0.911111111,0,0,0,0,0,0,0,0,1.456352472
Logit,kmeans_SMOTE,heart_failure_clinical_records_dataset_10,0.01152381,0.012,0.988682927,0.01387013,0.022988417,0.000888802,0.500341463,0.901866667,0.025768021,0.026832816,0.023324729,0.031014553,0.051403662,0.028794673,0.014580977,0.019170119,4.280633974
Logit,lvq_smote,heart_failure_clinical_records_dataset_10,0.241697695,0.6595,0.788780488,0.348339477,0.70581758,0.29963462,0.724140244,0.777288889,0.072437981,0.218206898,0.054213812,0.100432984,0.121746085,0.135166326,0.103854526,0.049256006,13.03811035
Logit,polynom_fit_SMOTE,heart_failure_clinical_records_dataset_10,0.243629898,0.64,0.791219512,0.345321861,0.687788893,0.293159921,0.715609756,0.777777778,0.101992597,0.246803845,0.061585846,0.135433103,0.162625661,0.173551858,0.123714338,0.05752925,0.951878047
Logit,pure,heart_failure_clinical_records_dataset_10,0,0,1,0,0,0,0.5,0.911111111,0,0,0,0,0,0,0,0,0.665222192
Random_forest,ADASYN,heart_failure_clinical_records_dataset_10,0.864866667,0.7025,0.98697561,0.752679365,0.821403987,0.749579209,0.844737805,0.961688889,0.131382493,0.206934585,0.012669676,0.148561862,0.128843286,0.145523413,0.102618612,0.020214141,14.32142017
Random_forest,AMSCO,heart_failure_clinical_records_dataset_10,0.8361,0.698,0.984097561,0.738814286,0.81758347,0.732542979,0.84104878,0.958666667,0.132959024,0.205292081,0.013519986,0.146394045,0.127750785,0.146043204,0.101599871,0.020306769,2622.864463
Random_forest,Borderline_smote,heart_failure_clinical_records_dataset_10,0.876333333,0.683,0.988682927,0.744546032,0.80855003,0.743539939,0.835841463,0.961511111,0.148580822,0.218169337,0.01333952,0.178587771,0.142513183,0.176077236,0.110475417,0.024184195,14.22532933
Random_forest,EditedNearestNeighbours,heart_failure_clinical_records_dataset_10,0.866490476,0.718,0.985902439,0.759681241,0.831027452,0.75763523,0.85195122,0.962088889,0.142843221,0.188529427,0.01624848,0.132509965,0.115278895,0.128493201,0.092709365,0.019085671,11.9440088
Random_forest,Lee,heart_failure_clinical_records_dataset_10,0.867033333,0.702,0.987365854,0.753769841,0.821056528,0.750713322,0.844682927,0.962,0.137369317,0.208266194,0.013065202,0.153074482,0.130211624,0.151668982,0.103755405,0.021056666,24.48483796
Random_forest,NRAS,heart_failure_clinical_records_dataset_10,0.595955556,0.3325,0.995268293,0.410111111,0.434815804,0.41975363,0.663884146,0.936355556,0.400687899,0.318720636,0.007515661,0.336898142,0.36756951,0.343689967,0.158427567,0.027291432,14.48086004
Random_forest,NearMiss,heart_failure_clinical_records_dataset_10,0.306691788,0.8815,0.744243902,0.434583304,0.800944502,0.422251118,0.812871951,0.756444444,0.065000647,0.129424062,0.084444044,0.071431641,0.063322406,0.086648728,0.061318316,0.071834809,11.16192842
Random_forest,ProWSyn,heart_failure_clinical_records_dataset_10,0.8746,0.6965,0.987707317,0.750593651,0.817633784,0.749697847,0.842103659,0.961822222,0.124792204,0.209674767,0.012750695,0.151289958,0.131313054,0.14572762,0.10377325,0.020141364,14.87008169
Random_forest,RandomOverSampler,heart_failure_clinical_records_dataset_10,0.933233333,0.678,0.993707317,0.759442857,0.80762636,0.766652378,0.835853659,0.965644444,0.103525272,0.207051306,0.009814556,0.156732734,0.133704251,0.143503759,0.102633153,0.019330262,12.34509952
Random_forest,RandomUnderSampler,heart_failure_clinical_records_dataset_10,0.423082918,0.8565,0.853414634,0.543449865,0.848351896,0.53034842,0.854957317,0.853688889,0.083496505,0.135385733,0.046622005,0.075750003,0.066450979,0.08634087,0.061904127,0.039358586,10.65234821
Random_forest,SMOTE,heart_failure_clinical_records_dataset_10,0.858709524,0.698,0.986634146,0.74828153,0.818331629,0.744394534,0.842317073,0.960977778,0.149844085,0.209874114,0.01388874,0.154543151,0.130918332,0.155505071,0.104776992,0.02161048,13.49140062
Random_forest,Smote_tomek,heart_failure_clinical_records_dataset_10,0.8595,0.6915,0.986926829,0.744890476,0.814192958,0.741162011,0.839213415,0.960666667,0.145699079,0.213395939,0.013371292,0.158869557,0.134384994,0.158925436,0.106656277,0.021886425,14.35150692
Random_forest,Tomek,heart_failure_clinical_records_dataset_10,0.918866667,0.681,0.99195122,0.758412698,0.811683059,0.762512719,0.83647561,0.964311111,0.113088735,0.184845897,0.011069563,0.1368566,0.116632968,0.127525896,0.09163975,0.017410059,12.24229975
Random_forest,kmeans_SMOTE,heart_failure_clinical_records_dataset_10,0.934,0.6815,0.993609756,0.764907937,0.812017284,0.770451329,0.837554878,0.965866667,0.110231817,0.192668179,0.010734663,0.150142852,0.123152741,0.139773452,0.096213372,0.019415823,15.07037203
Random_forest,lvq_smote,heart_failure_clinical_records_dataset_10,0.761080952,0.786,0.970731707,0.75256811,0.865190065,0.740131468,0.878365854,0.954311111,0.161614103,0.174812395,0.021567778,0.123638222,0.102730674,0.132173086,0.086220096,0.022727024,25.31893492
Random_forest,polynom_fit_SMOTE,heart_failure_clinical_records_dataset_10,0.961033333,0.663,0.996243902,0.759315873,0.79988513,0.770622926,0.829621951,0.966622222,0.059164889,0.214655362,0.005621409,0.16620284,0.139544114,0.147674426,0.107064956,0.019728129,12.75742469
Random_forest,pure,heart_failure_clinical_records_dataset_10,0.9313,0.6765,0.993365854,0.760268254,0.808807251,0.765846632,0.834932927,0.9652,0.105655561,0.189184233,0.010392515,0.143267506,0.120925635,0.131398534,0.093981661,0.017997776,11.6267839
SVM,ADASYN,heart_failure_clinical_records_dataset_10,0.277625782,0.723,0.802780488,0.393453903,0.747880477,0.357450285,0.762890244,0.795688889,0.073843505,0.202130133,0.055587196,0.09586007,0.110905538,0.125625987,0.094809913,0.04943624,1.998784232
SVM,AMSCO,heart_failure_clinical_records_dataset_10,0.250003432,0.7485,0.749756098,0.366931135,0.729571474,0.329851626,0.749128049,0.749644444,0.06516266,0.17010103,0.076819784,0.08316142,0.095292795,0.111172897,0.082381524,0.066769439,2630.144895
SVM,Borderline_smote,heart_failure_clinical_records_dataset_10,0.258331155,0.563,0.832097561,0.346223919,0.655136465,0.28714306,0.69754878,0.808177778,0.090455823,0.229168176,0.052647106,0.119498457,0.152291461,0.150311687,0.108822477,0.046736401,1.874935246
SVM,EditedNearestNeighbours,heart_failure_clinical_records_dataset_10,0,0,1,0,0,0,0.5,0.911111111,0,0,0,0,0,0,0,0,0.677531481
